conversation_id,predictions_text,cosine_similarity_model_text,kl_divergence_text,mean_squared_error_text,predictions_image,cosine_similarity_model_image,kl_divergence_image,mean_squared_error_image,predictions_multi,cosine_similarity_model_multi,kl_divergence_multi,mean_squared_error_multi
1166008123263475712,"[('anger', 0.17008963227272034), ('sadness', 0.1628846377134323), ('fear', 0.15321771800518036), ('joy', 0.17486995458602905), ('disgust', 0.11505470424890518), ('surprise', 0.22388330101966858)]",0.6174506,0.5969904,0.035848882,"[('anger', 0.11810187250375748), ('sadness', 0.11795534938573837), ('fear', 0.23172889649868011), ('joy', 0.15255782008171082), ('disgust', 0.11301755160093307), ('surprise', 0.26663851737976074)]",0.51025563,0.75781804,0.04533192,"[('anger', 0.10888910293579102), ('sadness', 0.10598013550043106), ('fear', 0.2704578638076782), ('joy', 0.1605776697397232), ('disgust', 0.09917739778757095), ('surprise', 0.25491780042648315)]",0.46870327,0.84395695,0.049363486
1158024573243334657,"[('anger', 0.16087716817855835), ('sadness', 0.23368202149868011), ('fear', 0.13397368788719177), ('joy', 0.14254996180534363), ('disgust', 0.12668931484222412), ('surprise', 0.20222784578800201)]",0.9204322,0.079872,0.0049749585,"[('anger', 0.13490606844425201), ('sadness', 0.08828872442245483), ('fear', 0.22207199037075043), ('joy', 0.1643563061952591), ('disgust', 0.08397752791643143), ('surprise', 0.3063993752002716)]",0.9962346,0.0069624335,0.00026678425,"[('anger', 0.1712423413991928), ('sadness', 0.07278263568878174), ('fear', 0.2322598695755005), ('joy', 0.21427017450332642), ('disgust', 0.08023054897785187), ('surprise', 0.2292143851518631)]",0.9667376,0.039413422,0.0021487556
1161462789795221504,"[('anger', 0.16136960685253143), ('sadness', 0.18584579229354858), ('fear', 0.1515953242778778), ('joy', 0.1579717993736267), ('disgust', 0.11419178545475006), ('surprise', 0.2290256768465042)]",0.7452842,0.35746983,0.01815438,"[('anger', 0.13151054084300995), ('sadness', 0.11965905129909515), ('fear', 0.16854368150234222), ('joy', 0.19374968111515045), ('disgust', 0.12191243469715118), ('surprise', 0.2646246552467346)]",0.72412133,0.37315148,0.019819854,"[('anger', 0.18524488806724548), ('sadness', 0.10432853549718857), ('fear', 0.1546955555677414), ('joy', 0.23393338918685913), ('disgust', 0.11366002261638641), ('surprise', 0.2081376165151596)]",0.82524544,0.27055722,0.012764607
1163191441306398721,"[('anger', 0.17034029960632324), ('sadness', 0.19598789513111115), ('fear', 0.13384287059307098), ('joy', 0.1885436326265335), ('disgust', 0.15237626433372498), ('surprise', 0.15890900790691376)]",0.83176726,0.2040591,0.011251455,"[('anger', 0.17220427095890045), ('sadness', 0.08705008774995804), ('fear', 0.1840631365776062), ('joy', 0.21150881052017212), ('disgust', 0.09635026007890701), ('surprise', 0.24882341921329498)]",0.93676835,0.06591414,0.0044364287,"[('anger', 0.15097835659980774), ('sadness', 0.08681480586528778), ('fear', 0.24961328506469727), ('joy', 0.20223069190979004), ('disgust', 0.07883495092391968), ('surprise', 0.23152783513069153)]",0.98008734,0.02035664,0.0014759798
1164233724772462592,"[('anger', 0.1831539273262024), ('sadness', 0.201954647898674), ('fear', 0.11482194811105728), ('joy', 0.18653422594070435), ('disgust', 0.11390915513038635), ('surprise', 0.1996261030435562)]",0.8865042,0.15714157,0.007363162,"[('anger', 0.13731467723846436), ('sadness', 0.08562625199556351), ('fear', 0.20554840564727783), ('joy', 0.14845497906208038), ('disgust', 0.09985949844121933), ('surprise', 0.3231962323188782)]",0.77762836,0.30439502,0.015190512,"[('anger', 0.12437426298856735), ('sadness', 0.06813883781433105), ('fear', 0.24685899913311005), ('joy', 0.16693457961082458), ('disgust', 0.0901523306965828), ('surprise', 0.30354100465774536)]",0.7343974,0.374825,0.018335726
1159487067505790985,"[('anger', 0.1358395665884018), ('sadness', 0.20059363543987274), ('fear', 0.1660948395729065), ('joy', 0.1468464583158493), ('disgust', 0.1334509402513504), ('surprise', 0.21717458963394165)]",0.8994247,0.12224567,0.0074353246,"[('anger', 0.12145418673753738), ('sadness', 0.1141895055770874), ('fear', 0.2611464560031891), ('joy', 0.15551124513149261), ('disgust', 0.09780658781528473), ('surprise', 0.24989205598831177)]",0.91326225,0.11235596,0.0064153187,"[('anger', 0.17202448844909668), ('sadness', 0.07744716107845306), ('fear', 0.2235395312309265), ('joy', 0.22602741420269012), ('disgust', 0.09448397904634476), ('surprise', 0.2064773440361023)]",0.8302269,0.21405071,0.012203833
1160578695574114306,"[('anger', 0.15570494532585144), ('sadness', 0.15291984379291534), ('fear', 0.12207566946744919), ('joy', 0.1869526505470276), ('disgust', 0.15473735332489014), ('surprise', 0.2276095449924469)]",0.6346843,0.8139905,0.060642973,"[('anger', 0.1394806206226349), ('sadness', 0.0989847481250763), ('fear', 0.19391077756881714), ('joy', 0.18339000642299652), ('disgust', 0.09733527898788452), ('surprise', 0.28689858317375183)]",0.7570326,0.5958531,0.0463168,"[('anger', 0.07568153738975525), ('sadness', 0.08177845180034637), ('fear', 0.23737414181232452), ('joy', 0.09719552844762802), ('disgust', 0.06667458266019821), ('surprise', 0.44129571318626404)]",0.92732644,0.26490885,0.020113666
1165901531503386624,"[('anger', 0.1504390686750412), ('sadness', 0.13811461627483368), ('fear', 0.1378636658191681), ('joy', 0.17042262852191925), ('disgust', 0.16626381874084473), ('surprise', 0.23689620196819305)]",0.7885287,0.3670395,0.023291713,"[('anger', 0.08666115254163742), ('sadness', 0.05323198437690735), ('fear', 0.16458310186862946), ('joy', 0.10052494704723358), ('disgust', 0.06130654737353325), ('surprise', 0.5336921811103821)]",0.963331,0.1835197,0.0043301675,"[('anger', 0.06775198131799698), ('sadness', 0.049471501260995865), ('fear', 0.18581479787826538), ('joy', 0.0838070958852768), ('disgust', 0.05251283943653107), ('surprise', 0.5606417059898376)]",0.9661754,0.1780757,0.004098335
1157571479363555328,"[('anger', 0.14316923916339874), ('sadness', 0.12758511304855347), ('fear', 0.1407075822353363), ('joy', 0.20143969357013702), ('disgust', 0.16135479509830475), ('surprise', 0.2257436066865921)]",0.7146398,0.49152914,0.035846632,"[('anger', 0.10629338771104813), ('sadness', 0.08193551748991013), ('fear', 0.2277647852897644), ('joy', 0.11476419121026993), ('disgust', 0.08826512843370438), ('surprise', 0.38097697496414185)]",0.939562,0.14501008,0.011422854,"[('anger', 0.06315463781356812), ('sadness', 0.04928429797291756), ('fear', 0.19129660725593567), ('joy', 0.07398544996976852), ('disgust', 0.054646458476781845), ('surprise', 0.5676324963569641)]",0.99702156,0.017928444,0.00077274605
1159499536601092097,"[('anger', 0.14338532090187073), ('sadness', 0.20793569087982178), ('fear', 0.16048714518547058), ('joy', 0.15949994325637817), ('disgust', 0.11609667539596558), ('surprise', 0.21259526908397675)]",0.82591987,0.24624538,0.0138512235,"[('anger', 0.11925042420625687), ('sadness', 0.08570310473442078), ('fear', 0.2142297327518463), ('joy', 0.14022976160049438), ('disgust', 0.0917646586894989), ('surprise', 0.34882232546806335)]",0.92850393,0.1268464,0.0060186014,"[('anger', 0.17844133079051971), ('sadness', 0.07905645668506622), ('fear', 0.1836555153131485), ('joy', 0.21460381150245667), ('disgust', 0.07632661610841751), ('surprise', 0.2679162323474884)]",0.94375473,0.08657329,0.0050338143
